Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country,Pos_sh,Age_sh,90s_sh,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Pos_misc,Age_misc,90s_misc,Fls,Fld,Off,Crs,Int,TklW,Pos_gk,Age_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save_pct,CS,CS_pct,match_name,Player_tm,Height,Foot,International matches,Goals,TM_Position,Pos_tm,Value_M,Age_tm
Lee Kang-in,FW,25-132,,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.33,South Korea,FW,25-132,3.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,FW,25-132,3.0,1.0,7.0,0.0,19.0,0.0,0.0,,,,,,,,,,,,,,kang in lee,Kang-in Lee,"1,74m",left,50.0,11,Attacking Midfield,MF,28.0,25
Kim Seung-gyu,GK,35-274,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,GK,35-274,3.0,0.0,0.0,,0.0,0.0,,,GK,35-274,3.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,35-274,3.0,3.0,270.0,3.0,3.0,1.0,12.0,9.0,75.0,0.0,0.0,seung gyu kim,Seung-gyu Kim,"1,89m",right,90.0,0,Goalkeeper,GK,0.5,35
Hwang In-beom,MF,29-284,,3,263.0,2.9,1.0,1.0,0.0,0.0,0.34,0.34,South Korea,MF,29-284,2.9,4.0,2.0,50.0,1.37,0.68,0.25,0.5,MF,29-284,2.9,1.0,1.0,0.0,2.0,4.0,2.0,,,,,,,,,,,,,,in beom hwang,In-beom Hwang,"1,77m",both,76.0,7,Defensive Midfield,MF,7.0,29
Seol Young-woo,MF,27-208,,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,MF,27-208,2.8,2.0,0.0,0.0,0.72,0.0,0.0,,MF,27-208,2.8,1.0,2.0,4.0,9.0,1.0,0.0,,,,,,,,,,,,,,young woo seol,Young-woo Seol,"1,80m",right,37.0,0,Right-Back,DF,6.5,27
Kim Min-jae,DF,29-228,,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,DF,29-228,2.7,1.0,1.0,100.0,0.37,0.37,0.0,0.0,DF,29-228,2.7,2.0,1.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,min jae kim,Min-jae Kim,"1,90m",right,82.0,4,Centre-Back,DF,20.0,29
Paik Seung-ho,MF,29-106,,3,204.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,South Korea,MF,29-106,2.3,0.0,0.0,,0.0,0.0,,,MF,29-106,2.3,1.0,2.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,seung ho paik,Seung-ho Paik,"1,82m",right,30.0,3,Central Midfield,MF,2.0,29
Jens Castrop,MF,22-337,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,MF,22-337,0.5,0.0,0.0,,0.0,0.0,,,MF,22-337,0.5,3.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,jens castrop,Jens Castrop,"1,78m",right,8.0,0,Central Midfield,MF,10.0,22
Pau Cubarsí,DF,19-164,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,DF,19-164,4.0,2.0,0.0,0.0,0.5,0.0,0.0,,DF,19-164,4.0,2.0,1.0,0.0,1.0,3.0,1.0,,,,,,,,,,,,,,pau cubarsi,Pau Cubarsí,"1,84m",right,15.0,0,Centre-Back,DF,80.0,19
Marc Cucurella,DF,27-348,,4,360.0,4.0,0.0,2.0,0.0,0.0,0.0,0.5,Spain,DF,27-348,4.0,3.0,2.0,66.7,0.75,0.5,0.0,0.0,DF,27-348,4.0,5.0,3.0,1.0,8.0,3.0,1.0,,,,,,,,,,,,,,marc cucurella,Marc Cucurella,"1,73m",left,27.0,1,Left-Back,DF,50.0,27
Unai Simón,GK,29-024,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,GK,29-024,4.0,0.0,0.0,,0.0,0.0,,,GK,29-024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,GK,29-024,4.0,4.0,360.0,4.0,0.0,0.0,4.0,3.0,100.0,4.0,100.0,unai simon,Unai Simón,"1,90m",right,61.0,0,Goalkeeper,GK,22.0,29
Aymeric Laporte,DF,32-039,,4,359.0,4.0,0.0,1.0,0.0,0.0,0.0,0.25,Spain,DF,32-039,4.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,DF,32-039,4.0,2.0,2.0,0.0,1.0,9.0,2.0,,,,,,,,,,,,,,aymeric laporte,Aymeric Laporte,"1,91m",left,49.0,2,Centre-Back,DF,8.0,32
Rodri,MF,30-013,,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,MF,30-013,4.0,4.0,0.0,0.0,1.01,0.0,0.0,,MF,30-013,4.0,4.0,2.0,1.0,2.0,3.0,11.0,,,,,,,,,,,,,,rodri,Rodri,"1,90m",right,65.0,4,Defensive Midfield,MF,50.0,30
Pedri,MF,23-222,,4,307.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,Spain,MF,23-222,3.4,3.0,1.0,33.3,0.88,0.29,0.0,0.0,MF,23-222,3.4,2.0,4.0,1.0,12.0,7.0,5.0,,,,,,,,,,,,,,pedri,Pedri,"1,74m",right,44.0,6,Central Midfield,MF,150.0,23
Mikel Oyarzabal,FW,29-075,,4,300.0,3.3,4.0,1.0,0.0,0.0,1.2,0.3,Spain,FW,29-075,3.3,17.0,8.0,47.1,5.1,2.4,0.24,0.5,FW,29-075,3.3,2.0,2.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,mikel oyarzabal,Mikel Oyarzabal,"1,81m",left,56.0,27,Centre-Forward,FW,25.0,29
Lamine Yamal,"FW,MF",18-357,,3,224.0,2.5,1.0,0.0,0.0,0.0,0.4,0.0,Spain,"FW,MF",18-357,2.5,14.0,6.0,42.9,5.63,2.41,0.07,0.17,"FW,MF",18-357,2.5,2.0,1.0,3.0,19.0,1.0,2.0,,,,,,,,,,,,,,lamine yamal,Lamine Yamal,"1,83m",left,28.0,7,Right Winger,FW,200.0,18
Álex Baena,"FW,MF",24-350,,3,196.0,2.2,1.0,1.0,1.0,0.0,0.46,0.46,Spain,"FW,MF",24-350,2.2,5.0,2.0,40.0,2.3,0.92,0.2,0.5,"FW,MF",24-350,2.2,5.0,2.0,0.0,20.0,1.0,1.0,,,,,,,,,,,,,,alex baena,Álex Baena,"1,72m",right,19.0,3,Left Winger,FW,40.0,24
Marcos Llorente,DF,31-156,,2,180.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,Spain,DF,31-156,2.0,0.0,0.0,,0.0,0.0,,,DF,31-156,2.0,2.0,1.0,0.0,4.0,1.0,5.0,,,,,,,,,,,,,,marcos llorente,Marcos Llorente,"1,83m",right,26.0,0,Right-Back,DF,20.0,31
Pedro Porro,DF,26-295,,2,180.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,Spain,DF,26-295,2.0,3.0,2.0,66.7,1.5,1.0,0.33,0.5,DF,26-295,2.0,2.0,2.0,0.0,13.0,3.0,4.0,,,,,,,,,,,,,,pedro porro,Pedro Porro,"1,73m",right,19.0,0,Right-Back,DF,35.0,26
Dani Olmo,MF,28-059,,2,171.0,1.9,0.0,1.0,0.0,0.0,0.0,0.53,Spain,MF,28-059,1.9,6.0,0.0,0.0,3.16,0.0,0.0,,MF,28-059,1.9,3.0,3.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,dani olmo,Dani Olmo,"1,79m",right,53.0,12,Attacking Midfield,MF,60.0,28
Ferrán Torres,FW,26-126,,1,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain,FW,26-126,1.8,9.0,2.0,22.2,5.06,1.13,0.0,0.0,FW,26-126,1.8,3.0,1.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,ferran torres,Ferran Torres,"1,83m",right,60.0,24,Centre-Forward,FW,50.0,26
Mikel Merino,MF,30-013,,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Spain,MF,30-013,1.4,2.0,1.0,50.0,1.4,0.7,0.0,0.0,MF,30-013,1.4,4.0,2.0,0.0,1.0,3.0,1.0,,,,,,,,,,,,,,mikel merino,Mikel Merino,"1,88m",left,46.0,10,Central Midfield,MF,25.0,30
Gavi,FW,21-334,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain,FW,21-334,0.8,1.0,0.0,0.0,1.18,0.0,0.0,,FW,21-334,0.8,2.0,1.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,gavi,Gavi,"1,73m",right,31.0,5,Central Midfield,MF,30.0,21
Yéremy Pino,"FW,MF",23-258,,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain,"FW,MF",23-258,0.8,0.0,0.0,,0.0,0.0,,,"FW,MF",23-258,0.8,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,yeremy pino,Yéremy Pino,"1,74m",right,25.0,4,Right Winger,FW,30.0,23
Nico Williams,MF,23-358,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Spain,MF,23-358,0.5,0.0,0.0,,0.0,0.0,,,MF,23-358,0.5,0.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,nico williams,Nico Williams,"1,81m",right,33.0,6,Left Winger,FW,40.0,23
Marc Pubill,DF,23-015,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,DF,23-015,0.0,0.0,0.0,,0.0,0.0,,,DF,23-015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,marc pubill,Marc Pubill,"1,91m",right,2.0,0,Centre-Back,DF,35.0,23
Eric García,"DF,MF",25-177,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eric garcia,Eric García,"1,83m",right,21.0,0,Centre-Back,DF,40.0,25
Joan García,GK,25-062,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joan garcia,Joan García,"1,94m",right,2.0,0,Goalkeeper,GK,45.0,25
Borja Iglesias,FW,33-169,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,borja iglesias,Borja Iglesias,"1,87m",right,8.0,0,Centre-Forward,FW,2.8,33
Víctor Muñoz,MF,22-357,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,victor munoz,Víctor Muñoz,"1,73m",right,2.0,1,Left Winger,FW,30.0,22
David Raya,GK,30-293,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,david raya,David Raya,"1,86m",right,13.0,0,Goalkeeper,GK,30.0,30
Martín Zubimendi,MF,27-153,,0,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martin zubimendi,Martín Zubimendi,"1,81m",right,26.0,3,Defensive Midfield,MF,75.0,27
Viktor Gyökeres,FW,28-027,4.0,4,360.0,4.0,1.0,2.0,1.0,0.0,0.25,0.5,Sweden,FW,28-027,4.0,12.0,6.0,50.0,3.0,1.5,0.08,0.17,FW,28-027,4.0,4.0,7.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,viktor gyokeres,Viktor Gyökeres,"1,89m",right,37.0,21,Centre-Forward,FW,65.0,28
Gustaf Lagerbielke,DF,26-082,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,DF,26-082,4.0,3.0,1.0,33.3,0.75,0.25,0.0,0.0,DF,26-082,4.0,1.0,3.0,1.0,1.0,5.0,5.0,,,,,,,,,,,,,,gustaf lagerbielke,Gustaf Lagerbielke,"1,93m",right,15.0,2,Centre-Back,DF,10.0,26
Alexander Isak,FW,26-283,4.0,4,357.0,4.0,1.0,3.0,0.0,0.0,0.25,0.76,Sweden,FW,26-283,4.0,8.0,6.0,75.0,2.02,1.51,0.13,0.17,FW,26-283,4.0,4.0,1.0,5.0,3.0,0.0,2.0,,,,,,,,,,,,,,alexander isak,Alexander Isak,"1,90m",right,62.0,18,Centre-Forward,FW,85.0,26
Victor Lindelöf,"DF,MF",31-349,4.0,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,"DF,MF",31-349,4.0,2.0,0.0,0.0,0.51,0.0,0.0,,"DF,MF",31-349,4.0,3.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,victor lindelof,Victor Lindelöf,"1,87m",right,80.0,3,Centre-Back,DF,5.0,31
Yasin Ayari,MF,22-268,4.0,4,339.0,3.8,2.0,0.0,1.0,0.0,0.53,0.0,Sweden,MF,22-268,3.8,7.0,3.0,42.9,1.86,0.8,0.29,0.67,MF,22-268,3.8,4.0,8.0,0.0,19.0,3.0,4.0,,,,,,,,,,,,,,yasin ayari,Yasin Ayari,"1,72m",right,25.0,5,Central Midfield,MF,35.0,22
Gabriel Gudmundsson,"MF,DF",27-063,4.0,4,330.0,3.7,0.0,0.0,1.0,0.0,0.0,0.0,Sweden,"MF,DF",27-063,3.7,0.0,0.0,,0.0,0.0,,,"MF,DF",27-063,3.7,5.0,7.0,0.0,4.0,5.0,3.0,,,,,,,,,,,,,,gabriel gudmundsson,Gabriel Gudmundsson,"1,81m",left,28.0,0,Left-Back,DF,20.0,27
Alexander Bernhardsson,MF,27-296,3.0,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,MF,27-296,2.4,1.0,1.0,100.0,0.41,0.41,0.0,0.0,MF,27-296,2.4,2.0,4.0,0.0,3.0,2.0,2.0,,,,,,,,,,,,,,alexander bernhardsson,Alexander Bernhardsson,"1,84m",left,14.0,0,Right Winger,FW,3.0,27
Isak Hien,DF,27-169,3.0,3,216.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,Sweden,DF,27-169,2.4,0.0,0.0,,0.0,0.0,,,DF,27-169,2.4,3.0,3.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,isak hien,Isak Hien,"1,91m",right,32.0,0,Centre-Back,DF,22.0,27
Anthony Elanga,"MF,FW",24-065,4.0,2,217.0,2.4,2.0,0.0,0.0,0.0,0.83,0.0,Sweden,"MF,FW",24-065,2.4,3.0,3.0,100.0,1.24,1.24,0.67,0.67,"MF,FW",24-065,2.4,0.0,7.0,1.0,12.0,2.0,0.0,,,,,,,,,,,,,,anthony elanga,Anthony Elanga,"1,78m",right,34.0,8,Right Winger,FW,32.0,24
Kristoffer Nordfeldt,GK,37-008,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,GK,37-008,2.0,0.0,0.0,,0.0,0.0,,,GK,37-008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,37-008,2.0,2.0,180.0,2.0,6.0,3.0,9.0,3.0,33.3,0.0,0.0,kristoffer nordfeldt,Kristoffer Nordfeldt,"1,90m",right,23.0,0,Goalkeeper,GK,0.175,37
Jacob Widell Zetterström,GK,27-355,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,GK,27-355,2.0,0.0,0.0,,0.0,0.0,,,GK,27-355,2.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,27-355,2.0,2.0,180.0,2.0,4.0,2.0,15.0,11.0,73.3,0.0,0.0,jacob widell zetterstrom,Jacob Widell Zetterström,"1,97m",right,5.0,0,Goalkeeper,GK,2.5,27
Elliot Stroud,MF,24-009,4.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,MF,24-009,1.8,1.0,0.0,0.0,0.54,0.0,0.0,,MF,24-009,1.8,3.0,1.0,0.0,4.0,3.0,0.0,,,,,,,,,,,,,,elliot stroud,Elliot Stroud,"1,85m",left,5.0,0,Left Midfield,MF,8.0,24
Jesper Karlström,MF,31-010,2.0,2,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,MF,31-010,1.5,1.0,0.0,0.0,0.65,0.0,0.0,,MF,31-010,1.5,3.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,jesper karlstrom,Jesper Karlström,"1,82m",right,27.0,0,Defensive Midfield,MF,4.0,31
Benjamin Nygren,MF,24-358,4.0,2,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,MF,24-358,1.4,1.0,0.0,0.0,0.69,0.0,0.0,,MF,24-358,1.4,3.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,benjamin nygren,Benjamin Nygren,"1,87m",left,15.0,3,Attacking Midfield,MF,14.0,24
Lucas Bergvall,MF,20-149,4.0,1,181.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,Sweden,MF,20-149,2.0,2.0,0.0,0.0,0.99,0.0,0.0,,MF,20-149,2.0,7.0,4.0,0.0,3.0,2.0,2.0,,,,,,,,,,,,,,lucas bergvall,Lucas Bergvall,"1,87m",right,14.0,0,Central Midfield,MF,35.0,20
Daniel Svensson,DF,24-139,3.0,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,DF,24-139,1.1,1.0,0.0,0.0,0.92,0.0,0.0,,DF,24-139,1.1,0.0,0.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,daniel svensson,Daniel Svensson,"1,83m",left,16.0,0,Left-Back,DF,22.0,24
Besfort Zeneli,MF,23-222,2.0,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,MF,23-222,0.7,1.0,1.0,100.0,1.5,1.5,0.0,0.0,MF,23-222,0.7,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,besfort zeneli,Besfort Zeneli,"1,87m",right,10.0,0,Central Midfield,MF,6.0,23
Taha Ali,"FW,MF",28-000,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,"FW,MF",28-000,0.4,0.0,0.0,,0.0,0.0,,,"FW,MF",28-000,0.4,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,taha ali,Taha Ali,"1,74m",right,4.0,0,Left Winger,FW,1.5,28
Ken Sema,"FW,MF",32-274,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,"FW,MF",32-274,0.2,1.0,0.0,0.0,5.63,0.0,0.0,,"FW,MF",32-274,0.2,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,ken sema,Ken Sema,"1,80m",left,34.0,5,Left-Back,DF,0.8,32
Mattias Svanberg,MF,27-177,2.0,0,16.0,0.2,1.0,0.0,0.0,0.0,5.63,0.0,Sweden,MF,27-177,0.2,3.0,2.0,66.7,16.88,11.25,0.33,0.5,MF,27-177,0.2,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,mattias svanberg,Mattias Svanberg,"1,86m",right,42.0,3,Central Midfield,MF,8.0,27
Carl Starfelt,DF,31-030,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,DF,31-030,0.0,0.0,0.0,,0.0,0.0,,,DF,31-030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,carl starfelt,Carl Starfelt,"1,85m",right,19.0,0,Centre-Back,DF,4.5,31
Gustaf Nilsson,FW,29-039,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,FW,29-039,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,FW,29-039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,gustaf nilsson,Gustaf Nilsson,"1,97m",right,11.0,4,Centre-Forward,FW,1.8,29
Hjalmar Ekdal,DF,27-253,0.0,0,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hjalmar ekdal,Hjalmar Ekdal,"1,87m",right,13.0,0,Centre-Back,DF,5.0,27
Herman Johansson,MF,28-258,0.0,0,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herman johansson,Herman Johansson,"1,90m",right,3.0,0,Right Midfield,MF,1.8,28
Viktor Johansson,GK,27-290,0.0,0,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viktor johansson,Viktor Johansson,"1,87m",right,12.0,0,Goalkeeper,GK,12.0,27
Eric Smith,"DF,MF",29-174,0.0,0,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eric smith,Eric Smith,"1,92m",right,2.0,0,Centre-Back,DF,5.0,29
Manuel Akanji,DF,30-351,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,DF,30-351,4.0,1.0,1.0,100.0,0.25,0.25,0.0,0.0,DF,30-351,4.0,0.0,2.0,0.0,0.0,5.0,7.0,,,,,,,,,,,,,,manuel akanji,Manuel Akanji,"1,88m",right,84.0,4,Centre-Back,DF,17.0,30
Nico Elvedi,DF,29-278,4.0,4,360.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Switzerland,DF,29-278,4.0,3.0,0.0,0.0,0.75,0.0,0.0,,DF,29-278,4.0,3.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,nico elvedi,Nico Elvedi,"1,89m",right,70.0,3,Centre-Back,DF,8.0,29
Gregor Kobel,GK,28-211,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,GK,28-211,4.0,0.0,0.0,,0.0,0.0,,,GK,28-211,4.0,0.0,1.0,0.0,0.0,0.0,0.0,GK,28-211,4.0,4.0,360.0,4.0,3.0,0.75,16.0,13.0,81.3,1.0,25.0,gregor kobel,Gregor Kobel,"1,96m",right,24.0,0,Goalkeeper,GK,40.0,28
Granit Xhaka,MF,33-281,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.25,0.0,Switzerland,MF,33-281,4.0,5.0,1.0,20.0,1.25,0.25,0.0,0.0,MF,33-281,4.0,1.0,9.0,0.0,1.0,4.0,4.0,,,,,,,,,,,,,,granit xhaka,Granit Xhaka,"1,83m",left,149.0,18,Defensive Midfield,MF,8.0,33
Remo Freuler,MF,34-081,4.0,4,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,MF,34-081,4.0,2.0,1.0,50.0,0.5,0.25,0.0,0.0,MF,34-081,4.0,6.0,2.0,1.0,2.0,5.0,4.0,,,,,,,,,,,,,,remo freuler,Remo Freuler,"1,81m",right,91.0,11,Central Midfield,MF,3.0,34
Ricardo Rodríguez,DF,33-314,4.0,4,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,DF,33-314,4.0,1.0,0.0,0.0,0.25,0.0,0.0,,DF,33-314,4.0,9.0,1.0,0.0,15.0,3.0,6.0,,,,,,,,,,,,,,ricardo rodriguez,Ricardo Rodríguez,"1,82m",left,141.0,9,Left-Back,DF,1.4,33
Breel Embolo,FW,29-141,4.0,4,344.0,3.8,2.0,2.0,0.0,0.0,0.52,0.52,Switzerland,FW,29-141,3.8,9.0,4.0,44.4,2.35,1.05,0.11,0.25,FW,29-141,3.8,6.0,8.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,breel embolo,Breel Embolo,"1,84m",right,89.0,25,Centre-Forward,FW,15.0,29
Ruben Vargas,MF,27-334,4.0,3,247.0,2.7,2.0,1.0,0.0,0.0,0.73,0.36,Switzerland,MF,27-334,2.7,6.0,4.0,66.7,2.19,1.46,0.33,0.5,MF,27-334,2.7,5.0,4.0,0.0,21.0,1.0,2.0,,,,,,,,,,,,,,ruben vargas,Rubén Vargas,"1,79m",right,64.0,13,Left Winger,FW,12.0,27
Dan Ndoye,"MF,FW",25-253,4.0,3,232.0,2.6,1.0,0.0,0.0,0.0,0.39,0.0,Switzerland,"MF,FW",25-253,2.6,11.0,5.0,45.5,4.27,1.94,0.09,0.2,"MF,FW",25-253,2.6,2.0,11.0,1.0,7.0,1.0,3.0,,,,,,,,,,,,,,dan ndoye,Dan Ndoye,"1,84m",right,34.0,8,Right Winger,FW,32.0,25
Johan Manzambi,"MF,FW",20-264,4.0,2,199.0,2.2,3.0,2.0,0.0,0.0,1.36,0.9,Switzerland,"MF,FW",20-264,2.2,6.0,3.0,50.0,2.71,1.36,0.5,1.0,"MF,FW",20-264,2.2,3.0,3.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,johan manzambi,Johan Manzambi,"1,82m",right,15.0,6,Central Midfield,MF,50.0,20
Denis Zakaria,DF,29-227,2.0,2,176.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Switzerland,DF,29-227,2.0,4.0,2.0,50.0,2.05,1.02,0.0,0.0,DF,29-227,2.0,1.0,0.0,0.0,11.0,6.0,5.0,,,,,,,,,,,,,,denis zakaria,Denis Zakaria,"1,89m",right,66.0,3,Defensive Midfield,MF,25.0,29
Michel Aebischer,"MF,FW",29-180,4.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,"MF,FW",29-180,1.7,2.0,1.0,50.0,1.15,0.58,0.0,0.0,"MF,FW",29-180,1.7,3.0,2.0,0.0,6.0,0.0,1.0,,,,,,,,,,,,,,michel aebischer,Michel Aebischer,"1,83m",right,43.0,2,Central Midfield,MF,4.0,29
Fabian Rieder,MF,24-139,3.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,MF,24-139,1.3,3.0,1.0,33.3,2.35,0.78,0.0,0.0,MF,24-139,1.3,1.0,2.0,0.0,4.0,1.0,2.0,,,,,,,,,,,,,,fabian rieder,Fabian Rieder,"1,81m",left,30.0,1,Attacking Midfield,MF,12.0,24
Silvan Widmer,DF,33-122,3.0,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,DF,33-122,1.2,0.0,0.0,,0.0,0.0,,,DF,33-122,1.2,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,,silvan widmer,Silvan Widmer,"1,83m",right,62.0,5,Right-Back,DF,0.8,33
Djibril Sow,MF,29-149,2.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,MF,29-149,1.0,0.0,0.0,,0.0,0.0,,,MF,29-149,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,djibril sow,Djibril Sow,"1,83m",right,54.0,0,Central Midfield,MF,7.5,29
Luca Jaquez,DF,23-033,2.0,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,DF,23-033,0.9,0.0,0.0,,0.0,0.0,,,DF,23-033,0.9,3.0,1.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,luca jaquez,Luca Jaquez,"1,87m",right,5.0,0,Centre-Back,DF,10.0,23
Zeki Amdouni,"FW,MF",25-213,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,"FW,MF",25-213,0.2,1.0,0.0,0.0,4.5,0.0,0.0,,"FW,MF",25-213,0.2,1.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,zeki amdouni,Zeki Amdouni,"1,83m",right,30.0,11,Centre-Forward,FW,7.0,25
Noah Okafor,"FW,MF",26-042,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,"FW,MF",26-042,0.2,1.0,0.0,0.0,4.5,0.0,0.0,,"FW,MF",26-042,0.2,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,noah okafor,Noah Okafor,"1,85m",right,25.0,2,Left Winger,FW,25.0,26
